,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
75,Gopalsinghpunia,Serving at the First Office. Personal Account.,,242,363,89,30,"Knw abt  #OperationGanga :

•Ovr 20,000 Indian students stuck in #Ukraine.
•Rescued in Less thn 21 days.
•8 High level Meetings
•11 rounds of High level talks wd #World leaders. 

What it means :
#NewIndia under PM @narendramodi will reach evry indian in harms way ALWAYS","['OperationGanga', 'Ukraine']"
76,SurbhiAgnihotr5,😍😍😍,,360,261,9969,129,"Congratulations to @BJP4Assam on the  glorious victory in the Municipal elections2022. This is the testimony of the dynamic  leadership of HCM Dr @himantabiswa ji in bringing about  all round development in Assam.
#MunicipalElection2022Assam
@narendramodi https://t.co/c3pnX4ruwO",[]
77,Neerajh0,"धर्म एव हतो हन्ति धर्मो रक्षति रक्षितः ।
तस्माद्धर्मो न हन्तव्यो मा नो धर्मो हतोऽवधीत् ।'
अर्थ: जो लोग ’धर्म’ की रक्षा करते हैं, उनकी रक्षा स्वयं हो जाती है।",,909,282,9859,39,"Infrastructure development gets big boost. 

Cabinet led by PM @NarendraModi ji clears setting up of National Land Monetization Corporation.

It will help monetise unused &amp; under-used assets &amp; create substantial revenue. https://t.co/QaQRIrGHRS",[]
78,souravshakti,“Any fool can know. The point is to understand.”,Israel,800,1165,403787,2613,"Interviews after interviews, our Tamil students who had returned from Ukraine are very clear with their truth! 

Their respect &amp; admiration for our Hon PM Shri @narendramodi avl is there for all to hear &amp; see. 

None of the usual @arivalayam ‘s rhetorics are working this time. https://t.co/3QCtq172sF",[]
79,jhallevicharblo,Jamos sablok,National Capital Region,3203,1307,14666,0,"#EvacueeProperty Loot 
@narendramodi
@HMOIndia @myogiadityanath @SureshKKhanna https://t.co/2pVzCvmgMS",['EvacueeProperty']
80,SurbhiAgnihotr5,😍😍😍,,360,261,9969,131,"The grand victory of @BJP4Assam in the #AssamMunicipalElection reflects the trust of all sections of the society in Hon'ble PM Shri @narendramodi ji's vision of Sabka Saath, Sabka Vikas, Sabka Vishwas &amp; Sabka Prayaas.
#AssamMunicipalResults
#ModiHaiToMumkinHai 
@blsanthosh https://t.co/Wqcl8KLW0f",['AssamMunicipalElection']
81,pj_punith,I am really a good person ...but don't give a reason to show my evil side,"Chittoor, India",269,18,133,694,Touched to receive these thoughtful greetings from ⁦@narendramodi⁩ ji. He is always gracious in making these gestures of courtesy &amp; kindness. 🙏 https://t.co/rdueFugZbN,[]
82,ManakdeepK,"ਕਿਸਾਨ ਮਜਦੂਰ ਏਕਤਾ ਜ਼ਿੰਦਾਬਾਦ ਜ਼ਿੰਦਾਬਾਦ #At_Delhi_Morcha_Tikri_Border
#अंधभक्त_अकाउंट_से_दूर_रहें",Tikri Border,2240,2250,34628,1,"Thank u @narendramodi  Ji .

#DummyBava_Modi #EVM_चोर_BJP https://t.co/Tbrrnlk6GN","['DummyBava_Modi', 'EVM_चोर_BJP']"
83,sriwastava_neha,Positivity only,,0,1,3,0,"@PMOIndia ,@narendramodi ,@HemantSorenJMM 
Nor she is eligible for any of the services that take medical test..neither she is in physically fine category nor she is in physically disabled. Can you tell me the category in which she lies",[]
84,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187359,0,"@mygovindia @narendramodi @PMOIndia @FinMinIndia @nsitharaman @mppchaudhary @DrBhagwatKarad I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
85,rajeshbela1999,"धार्मिक हूं सांप्रदायिक नही।
Ex - Air Warrior, 
Research Scholar..","Kanpur, India",700,74,1826,0,"@PMOIndia @narendramodi @EduMinOfIndia @dpradhanbjp @AmitShah @JPNadda still have hope and waiting for positive response, kindly look into matter. Sudden change in admission criteria specially age is affecting thousand children. NEP 2020 may be implemented with some exceptions. https://t.co/41PA5mNkt4",[]
86,RimeeRj,अतिअन्ध भक्त- महाराज सिंधिया समर्थक🇮🇳🇮🇳🇮🇳,India,322,24,65,10883,Informed 🇮🇳 Prime Minister @narendramodi about 🇺🇦 countering Russian aggression. 🇮🇳 appreciates the assistance to its citizens during the war and 🇺🇦 commitment to direct peaceful dialogue at the highest level. Grateful for the support to the Ukrainian people. #StopRussia,[]
87,mynation_dj,"Member of MyNation Foundation
https://t.co/JQ0tEpvkLj",,233,210,7834,4,"@SriRudyBABA @love_a_man @MyNation_net @rashtrapatibhvn @narendramodi @RahulGandhi @RajThakre09 @ThakreUddhav @ArvindKejriwal @BJP4India @INCIndia @theShivsena @RSS4India @AITCofficial @HMOIndia @ndtv @News24 @aajtak @ABPNewsTV @dna @republic @mid_day @mumbaimirror @Ani_News @BBC @nytimesworld @Independent @SkyNews @smritiirani @sharmarekha @SwatiJaiHind @fayedsouza @poojabeditweets @BDUTT @Nidhi @sagarikaghose @AnjaliB_ @MinistryWCD @NCWIndia @SheThePeople @sonal_mansingh @kapoors_s @dr_samirparikh @ManishJhaTweets @dr_chayanika @KirenRijiju @PMOIndia @DCsofIndia @cskkanu @myogiadityanath #CrimeByBharatkiLaxmi - 216

#CrimeHasNoGender
 #HelpMeMyNation
#AntiLegalTerrorismDay

#Rajasthan : Due to illicit relationship with FIL, #AblaNari killed her husband 

https://t.co/s0dR9KbwQf",[]
88,Ram_Rajya2024,हर हर महादेव । Solution Architect I Researcher I MotorHead I Patriotic l NaMo Admirer। Reading beyond the books I Techie । श्री राम भक्त I 100% Follow Back,"Florida, USA",1897,1708,18406,0,"Dear @narendramodi ji, don't do anything for arrogant students came back from #Ukraine️ 

Let them sink !",['Ukraine️']
89,lakshmanapras16,living for Modiji 24 hours for his hardwork and dedication to development of india ❤️😍😍Following PM @narendramodi|National President @JPNadda|HM @AmitShah|,India,4547,708,187359,0,"@mygovindia @narendramodi @PMOIndia @PIB_India @MIB_India I'm thinking and loving and living 24 hours for prime minister Narendra Modiji and home minister Amit Shahji. My heart full of them only. their name not only name, it's an emotional unconditional love. they always super,great,inspiration,sucess and one of the best human being,",[]
90,Shrikant_STPIB,Software Technology Parks of India Bengaluru-STPIB,"Bengaluru, India",230,401,215183,121,The massive victory of the Bharatiya Janata Party in the Assam Municipal Elections shows the unwavering faith of the people of Assam in the PM Shri @narendramodi ji's development centric model of governance.,[]
91,NirmalP79093779,Student,,4,13,8853,130,The resounding victory of the @BJP4Assam in the recent Municipal Elections reflects the overwhelming support &amp; acceptance our people friendly government has &amp; the faith reposed in Hon’ble Prime Minister Sh @NarendraModi &amp; Hon’ble CM Sh @HimantaBiswa’s able leadership &amp; policies. https://t.co/PwDtEUxBY9,[]
92,BhagwatRathod21,"SOCIAL WORKER.
BJP,
mumbai",Mumbai ,304,222,1777,0,@himantabiswa @BJP4Assam @narendramodi Congratulations @himantabiswa ji once again people's mandate for your government 👏 hoping great work ahead for future of Assam.,[]
93,mynation_dj,"Member of MyNation Foundation
https://t.co/JQ0tEpvkLj",,233,210,7834,19,"@SriRudyBABA @love_a_man @MyNation_net @rashtrapatibhvn @narendramodi @RahulGandhi @RajThakre09 @ThakreUddhav @ArvindKejriwal @BJP4India @INCIndia @theShivsena @RSS4India @AITCofficial @HMOIndia @ndtv @News24 @aajtak @ABPNewsTV @dna @republic @mid_day @mumbaimirror @Ani_News @BBC @nytimesworld @Independent @SkyNews @smritiirani @sharmarekha @SwatiJaiHind @fayedsouza @poojabeditweets @BDUTT @Nidhi @sagarikaghose @AnjaliB_ @MinistryWCD @NCWIndia @SheThePeople @sonal_mansingh @kapoors_s @dr_samirparikh @ManishJhaTweets @dr_chayanika @KirenRijiju @PMOIndia @DCsofIndia @cskkanu @myogiadityanath #CrimeByBharatkiLaxmi - 214

#CrimeHasNoGender
 #HelpMeMyNation
#UkraineRussianWar
#AntiLegalTerrorismDay

#UttarPradesh : A young man was murdered 4 years ago in Greater Noida.  Now the accused girl aka #AblaNari sentenced to 10 years in this case.

https://t.co/cEEVvx87Ml",[]
94,Neerajh0,"धर्म एव हतो हन्ति धर्मो रक्षति रक्षितः ।
तस्माद्धर्मो न हन्तव्यो मा नो धर्मो हतोऽवधीत् ।'
अर्थ: जो लोग ’धर्म’ की रक्षा करते हैं, उनकी रक्षा स्वयं हो जाती है।",,909,282,9859,38,"India's ancient wisdom in global spotlight.

World's first &amp; only WHO Global Centre for Traditional Medicine to be set up in Gujarat.

Cabinet led by PM @NarendraModi ji approves setting up of centre to spread the power of our age-old medicine system.

📖 https://t.co/N8YAx1rCbm https://t.co/T02ldmJgvx",[]
95,narendramodi2O,"⏩ Largest Fan Club of @narendramodi ji🇮🇳
⏩ Modi Once Again in 2024 🇮🇳
🔴 Dm to share your post.🔴
#EkBarPhirModiSarkar #NarendraModi #NarendraModi",,488,4818,49371,1,"My friend is presently traveling from Kerala to Bangalore by Trivandrum to Mysore Kochuveli train No 16316
There is no water in S4 coach and no action being taken despite repeated complaints. 
@RailMinIndia  @narendramodi @PrimeMinisterLS",[]
96,dbchudasamabjp,- महासचिव : भाजपा : भावनगर भावनगर.,"Bhavnagar, India",1283,983,12133,5528,"On the eve of Women’s Day, interacted with recipients of the Nari Shakti Puraskar. We are very proud of their accomplishments and their efforts to serve society. 

https://t.co/lfJIr6A1nn https://t.co/wOlLHDeAW4",[]
97,957Sanjay,स्वनियोजित,up,394,737,116563,0,"@narendramodi 
@AmitShah 
wl action  on @IndiaTodayHINDI https://t.co/Zm7Re3V410",[]
98,Shivam42027450,,,43,99,354,10883,Informed 🇮🇳 Prime Minister @narendramodi about 🇺🇦 countering Russian aggression. 🇮🇳 appreciates the assistance to its citizens during the war and 🇺🇦 commitment to direct peaceful dialogue at the highest level. Grateful for the support to the Ukrainian people. #StopRussia,[]
99,shesharghant,,,88,56,3744,0,"@DrRPNishank @narendramodi @AmitShah @PMOIndia @HMOIndia @rajnathsingh @nsitharaman @smritiirani @DDNewslive @JPNadda @PIB_India Sir congratulations to you and the Major. Proud Father, Proud Daughter and Proud Nation.",[]
100,KamalKrishnaS15,,,283,218,2305,67,"Grateful to 37 lakh people of #Tripura for giving us the chance to serve the state. In last 4 years, under the guidance of Hon PM Sh @narendramodi Ji our govt has left no stone unturned for the holistic development of state &amp; I promise, we shall continue this pace of development. https://t.co/4ukl1PPIZe",['Tripura']
101,Shrikant_STPIB,Software Technology Parks of India Bengaluru-STPIB,"Bengaluru, India",230,401,215183,4,"Prime Minister @narendramodi speaks on phone with His Excellency Viktor Orban, Prime Minister of Hungary

Read here: https://t.co/morNi7fihK",[]
102,ca_maxi17,"Indian | Chartered Accountant | Farmer | Kankrejian | Bakul's Brother | Executive Member, Kisan Morcha, @bjp4gujarat ...
https://t.co/6erKywE9xM","Ahmadabad City, India",520,413,3249,39,"Infrastructure development gets big boost. 

Cabinet led by PM @NarendraModi ji clears setting up of National Land Monetization Corporation.

It will help monetise unused &amp; under-used assets &amp; create substantial revenue. https://t.co/QaQRIrGHRS",[]
103,ca_maxi17,"Indian | Chartered Accountant | Farmer | Kankrejian | Bakul's Brother | Executive Member, Kisan Morcha, @bjp4gujarat ...
https://t.co/6erKywE9xM","Ahmadabad City, India",520,413,3249,38,"India's ancient wisdom in global spotlight.

World's first &amp; only WHO Global Centre for Traditional Medicine to be set up in Gujarat.

Cabinet led by PM @NarendraModi ji approves setting up of centre to spread the power of our age-old medicine system.

📖 https://t.co/N8YAx1rCbm https://t.co/T02ldmJgvx",[]
104,kattarahindu1,,,476,907,18130,129,"BJP's clean sweep in the municipal elections of Assam shows the confidence in PM Sh @narendramodi ji's ""Act East"" policy by the people of Assam.
 
I congratulate the citizens of Assam, CM Shri @himantabiswa ji, @BJP4Assam and its allies. https://t.co/im3J3P1JEa",[]
105,VedPrak99671216,"मेरा देश मेरी शान है। हिंदू मेरी पहचान है। सर्व प्रथम राष्ट्रधर्म। सनातन धर्म। धर्मो रक्षति रक्षितः अर्थात तुम धर्म की रक्षा करो, धर्म तुम्हारी रक्षा करेगा|",उत्तर प्रदेश भारत,1878,239,2166,23,"BJP's landslide victory in #AssamMunicipalElections is testimony of peoples faith in The ""Act East Policy (AEP)"" of @narendramodi govt. for the overall development of #Assam &amp; the #NorthEast.
Congratulations to the CM @himantabiswa Ji &amp; entire team of @BJP4Assam for this success! https://t.co/ZVv0eDwIwY",['AssamMunicipalElections']
106,mahen97564961,Jai hind,,394,177,6335,147,"Congratulations ....
The victory reflects the public trust on our alliance guided by the visionary leadership of Hon'ble Prime Minister Shri @narendramodi Ji, Hon'ble Chief Minister Shri Dr. @himantabiswa Ji and Team @BJP4Assam as well. https://t.co/IU9K1Ua6x5",[]
107,narendramodi2O,"⏩ Largest Fan Club of @narendramodi ji🇮🇳
⏩ Modi Once Again in 2024 🇮🇳
🔴 Dm to share your post.🔴
#EkBarPhirModiSarkar #NarendraModi #NarendraModi",,488,4818,49371,1,"https://t.co/zVRf4VGETy
Through #DigitalIndia revolution like UPI and rupay designed by Modiji govt as tool for digital front to India safeguard itself from the situation Russia is currently grappling",['DigitalIndia']
108,ashishranjanjee,"🚩 राष्ट्रहित 🙏 सर्वोपरि 🚩                                            

🚩 कार्यकर्ता - राष्ट्रीय स्वयंसेवक संघ ( 🚩 RSS 🚩 )","जहानाबाद , बिहार",99,131,25407,811,"The landslide victory in Assam municipal elections reflects people’s unwavering trust in PM @narendramodi led BJP’s politics of development.

Grateful to the people of Assam for their continued support. Congratulations to CM @himantabiswa, @Bhabesh_KalitaR, @BJP4Assam &amp; our ally. https://t.co/WEtZsxvQtD",[]
